customer_id,age,gender,contract_type,monthly_spend,tenure_months,num_complaints,last_login_days_ago,num_products,email_engagement,support_calls,churned,churn_probability,complaint_group
2616,55,Female,Quarterly,27.02,3,5,65,2,0.02,0,1,0.626,3+ Complaints
2617,58,Female,Monthly,37.82,38,1,72,3,0.31,7,0,0.52,1-2 Complaints
2618,28,Female,Annual,172.41,13,1,45,3,0.8,3,0,0.297,1-2 Complaints
2619,42,Male,Monthly,81.65,45,2,2,3,0.22,7,0,0.42,1-2 Complaints
2620,64,Female,Quarterly,170.06,13,2,75,4,0.68,3,0,0.424,1-2 Complaints
2621,27,Female,Quarterly,198.91,51,0,53,1,0.58,6,0,0.299,No Complaints
2622,29,Female,Annual,100.74,3,2,32,3,0.61,1,0,0.335,1-2 Complaints
2623,21,Female,Annual,150.66,3,4,25,1,0.41,7,0,0.53,3+ Complaints
2624,33,Male,Monthly,97.07,34,1,88,3,0.66,0,0,0.385,1-2 Complaints
2625,62,Female,Quarterly,193.63,20,1,103,3,0.54,7,0,0.518,1-2 Complaints
2626,19,Female,Quarterly,167.79,48,4,8,1,0.21,9,0,0.49,3+ Complaints
2627,63,Male,Monthly,133.03,57,2,1,3,0.35,0,0,0.267,1-2 Complaints
2628,18,Male,Monthly,188.09,37,5,12,2,0.96,4,0,0.381,3+ Complaints
2629,23,Male,Monthly,155.18,30,5,30,3,0.02,5,1,0.634,3+ Complaints
2630,29,Male,Quarterly,178.82,54,4,53,1,0.63,4,0,0.414,3+ Complaints
2631,46,Female,Monthly,33.36,52,0,31,3,0.27,6,0,0.364,No Complaints
2632,37,Male,Monthly,84.54,57,3,84,2,0.84,4,0,0.442,3+ Complaints
2633,37,Male,Monthly,84.76,26,4,77,1,0.38,1,1,0.566,3+ Complaints
2634,19,Male,Monthly,185.0,23,2,82,4,0.94,8,0,0.495,1-2 Complaints
2635,20,Female,Monthly,143.77,16,5,80,2,0.1,8,1,0.79,3+ Complaints
2636,31,Male,Annual,104.43,20,1,103,3,0.5,0,0,0.421,1-2 Complaints
2637,39,Female,Annual,64.18,18,4,61,3,0.17,0,0,0.523,3+ Complaints
2638,22,Female,Monthly,188.94,59,3,35,2,0.64,2,0,0.347,3+ Complaints
2639,18,Female,Monthly,87.99,33,2,94,4,0.64,5,0,0.518,1-2 Complaints
2640,18,Female,Monthly,23.9,26,0,94,3,0.87,4,0,0.388,No Complaints
2641,18,Male,Monthly,42.59,29,5,50,1,0.83,7,1,0.545,3+ Complaints
2642,20,Female,Annual,116.37,10,1,28,1,0.51,4,0,0.34,1-2 Complaints
2643,22,Female,Quarterly,43.45,57,0,37,4,0.08,9,0,0.401,No Complaints
2644,41,Male,Monthly,27.69,45,2,44,2,0.59,0,0,0.329,1-2 Complaints
2645,22,Female,Monthly,57.79,24,0,91,2,0.69,8,0,0.482,No Complaints
2646,55,Female,Annual,86.43,18,1,40,2,0.57,3,0,0.324,1-2 Complaints
2647,42,Female,Monthly,132.12,23,1,55,4,0.28,9,1,0.545,1-2 Complaints
2648,43,Male,Annual,159.26,19,1,71,2,0.42,0,0,0.372,1-2 Complaints
2649,38,Male,Monthly,150.92,59,0,55,2,0.75,9,0,0.351,No Complaints
2650,19,Male,Annual,129.67,24,1,111,3,0.19,6,1,0.583,1-2 Complaints
2651,32,Male,Quarterly,115.38,4,5,74,4,0.36,3,1,0.62,3+ Complaints
2652,18,Female,Quarterly,129.73,44,1,81,3,0.89,3,0,0.302,1-2 Complaints
2653,39,Female,Annual,162.85,49,2,2,4,0.82,5,0,0.214,1-2 Complaints
2654,28,Female,Quarterly,142.85,43,4,111,3,0.43,7,1,0.639,3+ Complaints
2655,24,Male,Quarterly,54.86,1,4,12,1,0.59,6,0,0.455,3+ Complaints
2656,34,Male,Monthly,42.22,47,1,87,3,0.47,9,0,0.534,1-2 Complaints
2657,51,Female,Annual,139.87,50,4,8,3,0.07,1,0,0.394,3+ Complaints
2658,31,Male,Monthly,112.07,50,5,48,2,0.78,3,0,0.456,3+ Complaints
2659,34,Male,Monthly,175.73,41,0,57,4,0.43,1,0,0.329,No Complaints
2660,37,Male,Annual,58.18,15,0,28,4,0.9,7,0,0.258,No Complaints
2661,48,Male,Quarterly,24.31,41,4,21,3,0.55,4,0,0.385,3+ Complaints
2662,60,Female,Annual,152.68,8,1,48,3,0.65,4,0,0.357,1-2 Complaints
2663,29,Female,Monthly,85.77,42,4,80,3,0.71,4,0,0.525,3+ Complaints
2664,20,Male,Annual,198.51,55,5,116,3,0.31,9,1,0.723,3+ Complaints
2665,62,Female,Quarterly,189.19,10,1,36,4,0.12,3,0,0.419,1-2 Complaints
2666,32,Male,Monthly,25.78,45,2,49,1,0.18,1,0,0.436,1-2 Complaints
2667,58,Male,Quarterly,50.32,2,0,37,4,0.26,8,0,0.442,No Complaints
2668,50,Female,Annual,166.7,41,1,69,1,0.97,1,0,0.236,1-2 Complaints
2669,29,Male,Annual,86.84,47,3,49,1,0.77,8,0,0.41,3+ Complaints
2670,18,Female,Monthly,106.88,47,2,28,1,0.96,5,0,0.293,1-2 Complaints
2671,56,Male,Monthly,199.27,13,2,14,1,0.49,5,0,0.414,1-2 Complaints
2672,36,Female,Monthly,104.79,7,4,80,3,0.25,6,1,0.705,3+ Complaints
2673,20,Male,Quarterly,58.04,49,0,34,2,0.23,2,0,0.273,No Complaints
2674,19,Male,Annual,85.59,29,0,76,3,0.5,6,0,0.4,No Complaints
2675,31,Female,Monthly,171.79,11,0,77,3,0.07,4,0,0.538,No Complaints
2676,44,Female,Annual,155.41,24,1,110,3,0.21,9,1,0.622,1-2 Complaints
2677,41,Male,Monthly,43.99,1,3,93,2,0.27,6,1,0.698,3+ Complaints
2678,36,Male,Monthly,72.09,40,5,1,2,0.87,5,0,0.386,3+ Complaints
2679,56,Female,Monthly,144.3,54,2,115,3,0.75,8,1,0.55,1-2 Complaints
2680,41,Male,Monthly,97.07,28,3,119,1,0.76,8,1,0.639,3+ Complaints
2681,52,Male,Annual,31.59,11,2,38,2,0.68,9,0,0.44,1-2 Complaints
2682,63,Female,Monthly,39.17,40,1,55,3,0.41,8,0,0.476,1-2 Complaints
2683,51,Male,Monthly,116.93,44,1,57,2,0.79,7,0,0.382,1-2 Complaints
2684,64,Male,Quarterly,92.85,7,5,89,1,0.84,4,1,0.566,3+ Complaints
2685,52,Female,Monthly,193.32,46,0,15,3,0.76,3,0,0.198,No Complaints
2686,21,Female,Annual,28.02,37,5,47,4,0.27,4,0,0.542,3+ Complaints
2687,47,Male,Monthly,90.93,40,2,118,4,0.33,5,1,0.618,1-2 Complaints
2688,31,Male,Monthly,75.76,58,0,104,4,0.37,8,0,0.516,No Complaints
2689,42,Female,Annual,123.74,52,0,32,4,0.78,1,0,0.139,No Complaints
2690,48,Male,Monthly,93.52,33,3,100,1,0.46,0,0,0.531,3+ Complaints
2691,29,Female,Monthly,92.51,9,0,2,4,0.62,5,0,0.29,No Complaints
2692,33,Female,Monthly,179.64,8,0,77,4,0.25,6,0,0.537,No Complaints
2693,52,Male,Monthly,133.9,27,3,4,1,0.27,7,0,0.484,3+ Complaints
2694,23,Male,Annual,132.68,46,2,114,1,0.06,0,0,0.529,1-2 Complaints
2695,29,Female,Monthly,21.47,45,5,39,2,0.51,5,0,0.529,3+ Complaints
2696,39,Male,Quarterly,59.61,58,5,85,2,0.63,2,0,0.484,3+ Complaints
2697,61,Male,Annual,143.89,1,4,24,1,0.69,2,0,0.4,3+ Complaints
2698,42,Female,Quarterly,34.69,29,3,12,3,0.84,2,0,0.259,3+ Complaints
2699,23,Male,Quarterly,67.98,26,0,73,3,0.03,8,0,0.523,No Complaints
2700,58,Female,Monthly,27.34,30,4,108,3,0.72,6,1,0.631,3+ Complaints
2701,55,Female,Monthly,197.45,57,2,10,3,0.36,6,0,0.374,1-2 Complaints
2702,30,Male,Monthly,146.39,4,2,96,2,0.27,0,1,0.569,1-2 Complaints
2703,40,Female,Monthly,83.39,39,4,39,4,0.92,3,0,0.387,3+ Complaints
2704,22,Male,Monthly,92.61,55,0,39,3,0.38,6,0,0.354,No Complaints
2705,26,Female,Quarterly,52.17,48,0,50,1,0.54,4,0,0.276,No Complaints
2706,52,Female,Monthly,100.93,20,5,84,3,0.02,9,1,0.823,3+ Complaints
2707,32,Male,Quarterly,133.46,2,2,43,2,0.98,2,0,0.3,1-2 Complaints
2708,64,Male,Annual,199.84,27,4,52,2,0.88,7,0,0.452,3+ Complaints
2709,39,Male,Monthly,66.37,8,2,42,2,0.36,9,1,0.567,1-2 Complaints
2710,53,Male,Monthly,71.84,27,1,112,3,0.65,5,0,0.523,1-2 Complaints
2711,55,Male,Annual,165.23,49,3,61,3,0.09,0,0,0.447,3+ Complaints
2712,62,Male,Monthly,179.83,42,3,69,1,0.1,5,1,0.599,3+ Complaints
2713,50,Female,Quarterly,82.48,31,0,63,2,0.96,9,0,0.323,No Complaints
2714,36,Male,Quarterly,140.47,7,1,88,2,0.6,8,0,0.512,1-2 Complaints
2715,26,Female,Monthly,121.93,15,4,2,2,0.93,4,0,0.363,3+ Complaints
2716,64,Male,Monthly,139.34,35,0,84,3,0.58,9,0,0.486,No Complaints
2717,19,Male,Monthly,162.18,54,0,52,3,0.18,0,0,0.332,No Complaints
2718,48,Male,Monthly,157.25,37,5,6,4,0.28,0,0,0.445,3+ Complaints
2719,20,Male,Quarterly,36.92,38,5,107,1,0.45,8,1,0.69,3+ Complaints
2720,24,Female,Quarterly,156.74,56,0,62,4,0.95,4,0,0.206,No Complaints
2721,50,Male,Quarterly,67.2,36,3,91,2,0.37,6,1,0.566,3+ Complaints
2722,50,Male,Quarterly,79.96,8,3,105,4,0.4,5,1,0.62,3+ Complaints
2723,25,Male,Annual,108.48,19,2,34,4,0.01,4,0,0.477,1-2 Complaints
2724,22,Male,Quarterly,52.85,55,5,24,2,0.62,8,0,0.454,3+ Complaints
2725,36,Male,Annual,142.98,30,0,91,4,0.89,9,0,0.397,No Complaints
2726,39,Female,Monthly,105.5,29,2,94,2,0.58,6,1,0.552,1-2 Complaints
2727,22,Male,Monthly,162.62,22,1,102,3,0.12,9,1,0.677,1-2 Complaints
2728,35,Female,Quarterly,111.08,2,5,8,4,0.16,3,0,0.526,3+ Complaints
2729,57,Female,Monthly,162.84,59,1,100,4,0.49,4,0,0.462,1-2 Complaints
2730,54,Male,Monthly,159.97,30,5,2,3,0.85,1,0,0.349,3+ Complaints
2731,30,Male,Monthly,182.91,29,1,49,3,0.67,0,0,0.31,1-2 Complaints
2732,41,Male,Monthly,173.13,38,1,17,2,0.29,4,0,0.364,1-2 Complaints
2733,35,Male,Monthly,44.55,21,5,104,4,0.39,4,1,0.714,3+ Complaints
2734,44,Female,Monthly,77.0,17,5,21,1,0.16,2,1,0.563,3+ Complaints
2735,27,Female,Monthly,105.31,3,4,107,2,0.41,8,1,0.766,3+ Complaints
2736,48,Female,Monthly,182.41,1,4,105,3,0.8,8,1,0.687,3+ Complaints
2737,22,Female,Annual,114.3,30,0,59,2,0.67,9,0,0.374,No Complaints
2738,54,Male,Monthly,128.48,34,0,79,3,0.23,8,0,0.532,No Complaints
2739,42,Female,Monthly,47.33,51,0,12,4,0.01,7,0,0.393,No Complaints
2740,27,Female,Annual,140.32,37,2,33,2,0.56,0,0,0.275,1-2 Complaints
2741,31,Male,Annual,146.91,35,0,52,2,0.25,3,0,0.345,No Complaints
2742,42,Female,Monthly,42.26,14,2,73,1,0.24,1,0,0.526,1-2 Complaints
2743,33,Female,Monthly,126.8,29,4,65,3,0.01,1,1,0.61,3+ Complaints
2744,55,Male,Annual,104.1,20,1,97,4,0.45,6,0,0.509,1-2 Complaints
2745,36,Female,Monthly,59.78,15,1,105,4,0.74,7,0,0.541,1-2 Complaints
2746,30,Female,Monthly,106.27,4,2,110,1,0.84,6,1,0.574,1-2 Complaints
2747,49,Male,Annual,40.41,29,2,57,3,0.84,4,0,0.342,1-2 Complaints
2748,62,Male,Monthly,21.42,5,4,46,1,0.05,9,1,0.722,3+ Complaints
2749,31,Male,Monthly,165.18,40,0,43,4,0.35,9,0,0.438,No Complaints
2750,48,Male,Annual,96.74,19,1,60,1,0.43,3,0,0.392,1-2 Complaints
2751,45,Male,Monthly,72.68,50,5,72,2,0.74,1,0,0.484,3+ Complaints
2752,44,Female,Annual,178.62,57,1,70,1,0.1,9,0,0.506,1-2 Complaints
2753,35,Female,Annual,175.76,54,0,89,2,0.48,9,0,0.434,No Complaints
2754,64,Female,Quarterly,36.94,55,4,109,3,0.1,7,1,0.68,3+ Complaints
2755,44,Male,Monthly,166.17,54,5,56,1,0.77,1,0,0.438,3+ Complaints
2756,30,Male,Annual,130.37,17,5,85,2,0.17,0,1,0.615,3+ Complaints
2757,18,Male,Quarterly,154.25,14,5,116,2,0.96,7,1,0.631,3+ Complaints
2758,33,Female,Annual,64.13,27,2,66,1,0.88,4,0,0.356,1-2 Complaints
2759,38,Male,Annual,107.19,23,4,85,1,0.05,7,1,0.694,3+ Complaints
2760,55,Male,Annual,21.41,13,4,90,3,0.42,3,1,0.587,3+ Complaints
2761,29,Female,Quarterly,37.97,54,1,38,3,0.66,5,0,0.272,1-2 Complaints
2762,63,Male,Monthly,92.34,20,0,111,3,0.49,8,1,0.57,No Complaints
2763,32,Male,Annual,116.19,2,2,90,4,0.65,3,0,0.479,1-2 Complaints
2764,28,Male,Monthly,168.19,57,3,102,1,0.44,0,0,0.5,3+ Complaints
2765,25,Female,Monthly,121.34,33,1,46,4,0.93,9,0,0.38,1-2 Complaints
2766,55,Female,Monthly,120.39,6,0,104,2,0.44,1,0,0.484,No Complaints
2767,31,Female,Monthly,137.34,34,4,59,4,0.25,7,1,0.631,3+ Complaints
2768,53,Male,Monthly,136.59,14,0,20,4,0.39,4,0,0.35,No Complaints
2769,35,Female,Annual,131.18,49,5,102,2,0.63,0,0,0.505,3+ Complaints
2770,21,Male,Monthly,169.98,11,3,119,4,0.71,5,1,0.633,3+ Complaints
2771,33,Male,Monthly,174.85,34,2,6,1,0.58,6,0,0.36,1-2 Complaints
2772,33,Female,Monthly,109.71,21,3,40,2,0.71,6,0,0.466,3+ Complaints
2773,33,Female,Monthly,140.7,11,2,26,4,0.81,4,0,0.364,1-2 Complaints
2774,22,Male,Monthly,129.56,31,4,83,3,0.58,7,1,0.62,3+ Complaints
2775,26,Male,Annual,111.13,1,3,67,2,0.25,9,1,0.643,3+ Complaints
2776,44,Female,Annual,124.15,10,5,58,2,0.46,4,1,0.572,3+ Complaints
2777,36,Female,Monthly,151.12,36,3,88,3,0.82,3,0,0.474,3+ Complaints
2778,28,Male,Annual,156.2,28,2,69,2,0.72,5,0,0.408,1-2 Complaints
2779,56,Female,Annual,67.35,49,0,46,4,0.27,2,0,0.29,No Complaints
2780,42,Female,Monthly,181.1,25,3,10,2,0.26,1,0,0.412,3+ Complaints
2781,40,Male,Monthly,137.72,3,0,66,2,0.5,7,0,0.488,No Complaints
2782,30,Female,Monthly,145.66,41,2,118,1,0.1,5,1,0.662,1-2 Complaints
2783,20,Female,Monthly,99.4,53,0,118,3,0.74,0,0,0.36,No Complaints
2784,45,Female,Annual,88.22,1,4,46,1,0.63,4,0,0.488,3+ Complaints
2785,41,Female,Monthly,95.64,51,1,5,4,0.9,2,0,0.165,1-2 Complaints
2786,54,Female,Monthly,176.57,44,3,61,3,0.33,3,0,0.503,3+ Complaints
2787,21,Male,Annual,124.47,44,1,21,1,0.12,3,0,0.331,1-2 Complaints
2788,22,Male,Monthly,118.77,38,5,45,4,0.89,6,0,0.492,3+ Complaints
2789,19,Male,Annual,52.59,10,0,82,2,0.57,1,0,0.355,No Complaints
2790,62,Male,Monthly,157.23,42,0,62,1,0.77,9,0,0.39,No Complaints
2791,46,Male,Annual,190.33,56,0,30,4,0.63,6,0,0.233,No Complaints
2792,39,Male,Monthly,94.81,56,1,55,3,0.73,8,0,0.385,1-2 Complaints
2793,38,Female,Monthly,71.36,29,5,26,1,0.91,9,0,0.509,3+ Complaints
2794,44,Female,Quarterly,98.98,20,4,32,3,0.73,2,0,0.377,3+ Complaints
2795,48,Male,Quarterly,144.27,48,3,5,1,0.75,8,0,0.32,3+ Complaints
2796,46,Male,Annual,186.74,49,2,82,1,0.48,7,0,0.478,1-2 Complaints
2797,38,Male,Monthly,68.76,52,5,51,2,0.27,6,1,0.606,3+ Complaints
2798,43,Male,Monthly,171.59,13,4,4,1,0.29,8,1,0.559,3+ Complaints
2799,58,Male,Monthly,27.82,15,1,84,4,0.15,8,1,0.63,1-2 Complaints
2800,58,Female,Monthly,82.27,32,0,105,3,0.21,1,0,0.488,No Complaints
2801,44,Female,Quarterly,198.09,56,3,110,3,0.9,5,0,0.451,3+ Complaints
2802,53,Male,Monthly,59.33,34,3,54,4,0.82,3,0,0.407,3+ Complaints
2803,38,Male,Quarterly,103.62,5,5,114,4,0.5,4,1,0.689,3+ Complaints
2804,42,Female,Monthly,37.62,14,2,25,3,0.06,0,0,0.447,1-2 Complaints
2805,29,Female,Annual,121.58,30,2,52,1,0.88,9,0,0.397,1-2 Complaints
2806,31,Male,Monthly,25.55,4,4,15,1,0.26,9,1,0.618,3+ Complaints
2807,25,Female,Monthly,98.08,32,3,118,1,0.7,3,1,0.568,3+ Complaints
2808,53,Male,Annual,86.33,48,3,106,1,0.21,7,1,0.624,3+ Complaints
2809,62,Female,Monthly,181.27,25,4,59,1,0.89,2,0,0.443,3+ Complaints
2810,19,Female,Monthly,162.52,35,5,18,1,0.19,7,1,0.596,3+ Complaints
2811,60,Male,Monthly,166.13,59,3,94,2,0.24,4,1,0.58,3+ Complaints
2812,33,Male,Monthly,153.46,17,3,88,2,0.84,8,1,0.577,3+ Complaints
2813,44,Female,Annual,79.05,46,0,87,3,0.59,1,0,0.302,No Complaints
2814,54,Female,Monthly,154.31,20,2,36,1,0.42,8,0,0.508,1-2 Complaints
2815,21,Female,Annual,136.66,13,1,13,3,0.09,0,0,0.327,1-2 Complaints
2816,22,Female,Monthly,61.2,25,3,20,4,0.41,0,0,0.388,3+ Complaints
2817,31,Female,Monthly,66.62,18,2,112,3,0.95,5,0,0.518,1-2 Complaints
2818,20,Female,Quarterly,105.68,3,3,1,2,0.55,3,0,0.352,3+ Complaints
2819,64,Female,Annual,21.49,46,1,54,1,0.86,9,0,0.339,1-2 Complaints
2820,34,Female,Monthly,22.96,1,5,16,4,0.99,6,0,0.474,3+ Complaints
2821,35,Male,Annual,70.46,55,0,42,1,0.42,9,0,0.347,No Complaints
2822,51,Female,Monthly,83.69,25,3,74,3,0.71,9,1,0.576,3+ Complaints
2823,50,Female,Monthly,65.79,34,1,10,1,0.06,2,0,0.372,1-2 Complaints
2824,32,Male,Monthly,85.76,23,0,24,3,0.65,7,0,0.337,No Complaints
2825,27,Female,Monthly,117.81,9,5,98,3,0.96,8,1,0.667,3+ Complaints
2826,27,Male,Monthly,188.07,56,4,86,3,0.41,4,1,0.574,3+ Complaints
2827,34,Male,Monthly,75.16,26,4,97,1,0.23,9,1,0.758,3+ Complaints
2828,27,Female,Quarterly,157.6,22,2,65,3,0.92,6,0,0.385,1-2 Complaints
2829,41,Female,Quarterly,33.13,54,1,93,1,0.93,2,0,0.288,1-2 Complaints
2830,47,Female,Annual,165.2,17,5,27,3,0.17,3,0,0.539,3+ Complaints
2831,29,Male,Monthly,147.09,16,4,45,3,0.8,3,0,0.462,3+ Complaints
2832,25,Female,Quarterly,183.33,23,5,90,4,0.42,1,1,0.58,3+ Complaints
2833,61,Female,Monthly,156.65,51,2,63,1,0.43,1,0,0.405,1-2 Complaints
2834,22,Male,Monthly,147.82,33,0,3,4,0.75,4,0,0.211,No Complaints
2835,58,Male,Monthly,74.41,13,2,50,3,0.17,3,0,0.524,1-2 Complaints
2836,20,Female,Monthly,105.22,15,4,58,4,0.3,4,1,0.606,3+ Complaints
2837,54,Male,Quarterly,65.44,28,2,78,3,0.52,1,0,0.407,1-2 Complaints
2838,48,Female,Annual,62.75,15,2,12,1,0.7,3,0,0.285,1-2 Complaints
2839,25,Female,Monthly,68.56,40,0,10,1,0.66,7,0,0.277,No Complaints
2840,63,Female,Annual,42.45,55,5,19,4,0.19,6,0,0.5,3+ Complaints
2841,31,Male,Monthly,30.71,27,3,107,3,0.01,3,1,0.691,3+ Complaints
2842,51,Female,Quarterly,114.22,1,1,104,1,0.86,3,0,0.428,1-2 Complaints
2843,64,Female,Quarterly,73.34,43,1,96,3,0.78,4,0,0.372,1-2 Complaints
2844,27,Male,Monthly,93.33,55,2,110,4,0.98,5,0,0.447,1-2 Complaints
2845,34,Male,Monthly,126.17,31,1,38,2,0.33,3,0,0.396,1-2 Complaints
2846,57,Female,Monthly,116.78,40,1,105,1,0.33,7,1,0.581,1-2 Complaints
2847,51,Female,Annual,65.42,44,5,29,3,0.04,0,0,0.479,3+ Complaints
2848,25,Female,Quarterly,73.11,21,2,3,4,0.3,5,0,0.366,1-2 Complaints
2849,38,Male,Annual,26.07,5,3,9,3,0.51,9,0,0.463,3+ Complaints
2850,33,Female,Quarterly,103.8,32,4,27,1,0.45,8,0,0.493,3+ Complaints
2851,41,Female,Quarterly,165.11,6,3,87,2,0.3,2,1,0.561,3+ Complaints
2852,36,Female,Monthly,156.73,39,0,26,3,0.89,3,0,0.206,No Complaints
2853,53,Male,Monthly,77.12,18,3,107,3,0.23,2,1,0.647,3+ Complaints
2854,59,Male,Quarterly,87.04,27,0,78,3,0.81,9,0,0.39,No Complaints
2855,50,Male,Monthly,173.38,50,5,93,2,0.65,7,1,0.635,3+ Complaints
2856,22,Male,Annual,195.03,13,0,88,2,0.96,8,0,0.39,No Complaints
2857,19,Female,Annual,45.43,29,3,79,3,0.27,7,1,0.587,3+ Complaints
2858,51,Male,Monthly,113.3,30,2,61,3,0.34,4,0,0.499,1-2 Complaints
2859,35,Male,Annual,171.84,33,3,72,1,0.46,2,0,0.453,3+ Complaints
2860,58,Female,Annual,177.03,41,2,10,3,0.89,4,0,0.215,1-2 Complaints
2861,35,Male,Monthly,34.8,10,1,47,2,0.77,4,0,0.377,1-2 Complaints
2862,53,Male,Annual,117.84,17,2,13,3,0.12,6,0,0.445,1-2 Complaints
2863,20,Male,Quarterly,78.16,39,0,31,1,0.81,2,0,0.168,No Complaints
2864,38,Male,Monthly,45.27,18,4,41,2,0.39,8,1,0.607,3+ Complaints
2865,39,Male,Quarterly,58.29,29,5,18,2,0.5,6,0,0.479,3+ Complaints
2866,31,Male,Monthly,74.51,9,0,26,3,0.17,9,0,0.49,No Complaints
2867,25,Female,Monthly,124.15,20,2,101,4,0.61,2,0,0.515,1-2 Complaints
2868,31,Female,Monthly,61.02,17,5,66,2,0.29,5,1,0.676,3+ Complaints
2869,26,Male,Monthly,82.68,22,3,70,2,0.21,2,1,0.567,3+ Complaints
2870,54,Male,Annual,76.82,44,3,57,1,0.83,1,0,0.314,3+ Complaints
2871,20,Female,Monthly,36.97,56,1,5,2,0.01,5,0,0.38,1-2 Complaints
2872,43,Female,Annual,143.65,51,1,10,4,0.48,7,0,0.285,1-2 Complaints
2873,40,Male,Monthly,71.54,49,3,11,4,0.33,9,0,0.48,3+ Complaints
2874,42,Male,Monthly,175.93,36,4,43,4,0.94,2,0,0.382,3+ Complaints
2875,60,Male,Monthly,81.57,37,1,69,3,0.15,4,0,0.502,1-2 Complaints
2876,29,Female,Annual,22.06,12,2,112,4,0.43,7,1,0.612,1-2 Complaints
2877,34,Male,Annual,147.49,32,1,20,3,0.77,9,0,0.309,1-2 Complaints
2878,49,Female,Monthly,186.43,13,3,94,3,0.33,1,1,0.593,3+ Complaints
2879,23,Male,Monthly,150.84,58,1,49,3,0.81,7,0,0.338,1-2 Complaints
2880,36,Male,Quarterly,51.46,2,2,100,3,0.71,0,0,0.443,1-2 Complaints
2881,30,Female,Monthly,102.69,18,2,113,4,0.27,2,1,0.611,1-2 Complaints
2882,52,Male,Quarterly,147.03,14,1,65,4,0.43,1,0,0.381,1-2 Complaints
2883,39,Female,Annual,111.03,44,2,112,4,0.03,2,1,0.564,1-2 Complaints
2884,31,Male,Monthly,194.04,5,2,102,2,0.55,3,1,0.569,1-2 Complaints
2885,32,Female,Monthly,172.24,18,3,72,1,0.63,8,1,0.584,3+ Complaints
2886,22,Male,Quarterly,144.54,45,4,54,2,0.1,8,1,0.598,3+ Complaints
2887,35,Female,Monthly,104.86,28,0,81,1,0.66,2,0,0.37,No Complaints
2888,42,Male,Annual,190.7,49,1,51,4,0.18,2,0,0.359,1-2 Complaints
2889,29,Male,Monthly,172.12,25,5,7,2,0.24,6,1,0.565,3+ Complaints
2890,19,Female,Quarterly,194.34,36,1,3,3,0.19,6,0,0.338,1-2 Complaints
2891,27,Male,Monthly,121.58,23,4,25,1,0.76,4,0,0.432,3+ Complaints
2892,23,Female,Annual,147.09,40,4,40,1,0.57,5,0,0.438,3+ Complaints
2893,51,Male,Monthly,191.71,25,1,88,3,0.1,7,1,0.617,1-2 Complaints
2894,30,Female,Annual,116.37,35,3,26,3,0.52,3,0,0.357,3+ Complaints
2895,53,Female,Monthly,70.74,49,2,39,4,0.68,7,0,0.399,1-2 Complaints
2896,63,Female,Quarterly,177.29,39,5,31,2,0.69,1,0,0.377,3+ Complaints
2897,54,Male,Annual,69.66,59,2,73,2,0.0,3,0,0.479,1-2 Complaints
2898,38,Male,Monthly,126.11,30,2,75,3,0.2,1,0,0.511,1-2 Complaints
2899,30,Male,Monthly,61.23,4,0,110,3,0.03,8,1,0.687,No Complaints
2900,31,Female,Annual,60.43,44,2,98,3,0.82,9,0,0.482,1-2 Complaints
2901,43,Male,Quarterly,135.35,9,0,42,4,0.73,0,0,0.227,No Complaints
2902,39,Male,Annual,85.82,14,5,13,4,0.63,2,0,0.408,3+ Complaints
2903,52,Male,Annual,111.57,13,1,98,2,0.0,8,1,0.643,1-2 Complaints
2904,35,Male,Monthly,30.21,40,4,45,3,0.39,0,0,0.459,3+ Complaints
2905,28,Male,Annual,128.2,26,1,55,1,0.77,2,0,0.287,1-2 Complaints
2906,28,Female,Quarterly,55.32,42,4,88,2,0.92,3,0,0.434,3+ Complaints
2907,35,Male,Quarterly,69.65,35,5,110,1,0.31,8,1,0.729,3+ Complaints
2908,21,Female,Quarterly,144.83,42,0,62,2,0.12,0,0,0.335,No Complaints
2909,40,Female,Monthly,197.54,24,0,114,3,0.26,0,0,0.495,No Complaints
2910,23,Male,Monthly,154.61,14,5,75,4,0.95,4,1,0.553,3+ Complaints
2911,40,Male,Monthly,52.66,13,0,42,2,0.91,0,0,0.234,No Complaints
2912,59,Female,Monthly,58.79,23,0,107,2,0.38,6,1,0.549,No Complaints
2913,53,Male,Monthly,180.53,27,1,59,3,0.18,0,0,0.432,1-2 Complaints
2914,57,Male,Monthly,104.67,10,3,36,1,0.93,0,0,0.342,3+ Complaints
2915,18,Female,Annual,25.14,53,0,63,1,0.26,0,0,0.291,No Complaints
2916,43,Female,Monthly,86.23,30,3,58,4,0.73,7,0,0.5,3+ Complaints
2917,35,Female,Annual,121.93,1,4,59,2,0.85,6,0,0.501,3+ Complaints
2918,28,Female,Quarterly,121.19,26,1,33,4,0.8,9,0,0.34,1-2 Complaints
2919,62,Female,Monthly,47.16,34,2,46,4,0.69,2,0,0.361,1-2 Complaints
2920,29,Female,Monthly,58.52,23,0,98,2,0.4,9,1,0.571,No Complaints
2921,36,Female,Monthly,166.18,41,5,114,4,0.88,1,1,0.558,3+ Complaints
2922,26,Male,Quarterly,163.18,38,1,118,1,0.24,8,1,0.594,1-2 Complaints
2923,47,Male,Monthly,132.64,8,5,38,1,0.94,2,0,0.458,3+ Complaints
2924,51,Female,Monthly,126.61,14,1,58,4,0.78,1,0,0.346,1-2 Complaints
2925,29,Male,Annual,102.46,28,2,50,1,0.24,6,0,0.48,1-2 Complaints
