customer_id,age,gender,country,total_spent,num_purchases,last_purchase_days_ago,email_open_rate,channel,segment
1854,51,Male,Germany,756.15,17,278,1.0,Paid Social,At Risk
1855,31,Female,Hungary,88.2,21,113,0.29,Organic,Potential
1856,43,Female,Germany,24.15,19,1,0.54,Paid Social,Potential
1857,62,Male,Austria,228.48,2,266,0.53,Referral,At Risk
1858,44,Female,Germany,244.31,8,208,0.41,Referral,At Risk
1859,26,Male,Hungary,261.39,19,110,0.17,Paid Social,Champion
1860,43,Male,Austria,77.79,7,200,0.98,Paid Social,Lost
1861,64,Male,Hungary,3.81,28,306,0.85,Referral,Lost
1862,39,Female,Hungary,838.21,27,12,0.5,Email,Champion
1863,64,Female,Hungary,72.22,17,345,0.6,Organic,Lost
1864,47,Male,Hungary,281.77,6,188,0.23,Paid Social,At Risk
1865,60,Female,Austria,306.58,19,154,0.54,Organic,Champion
1866,34,Female,Germany,235.41,24,334,0.69,Paid Social,At Risk
1867,43,Male,Hungary,93.82,6,279,0.52,Paid Social,Lost
1868,53,Male,Austria,79.05,28,171,0.99,Paid Social,Potential
1869,18,Female,Austria,227.62,2,134,0.61,Paid Social,Champion
1870,25,Male,Austria,502.66,6,25,0.37,Organic,Champion
1871,52,Female,Hungary,733.11,23,18,0.77,Paid Social,Champion
1872,32,Female,Germany,27.99,5,190,0.17,Email,Lost
1873,64,Female,Poland,42.05,19,141,0.38,Email,Potential
1874,39,Female,Austria,723.91,20,43,0.35,Paid Social,Champion
1875,31,Male,Hungary,333.46,4,334,0.43,Referral,At Risk
1876,43,Male,Hungary,536.38,22,284,0.78,Referral,At Risk
1877,45,Male,Germany,56.61,26,146,0.48,Organic,Potential
1878,40,Male,Poland,221.43,17,315,0.79,Organic,At Risk
1879,31,Female,Germany,301.94,11,319,0.58,Email,At Risk
1880,41,Female,Germany,284.95,4,92,0.34,Email,Champion
1881,19,Male,Hungary,131.13,26,179,0.81,Referral,Potential
1882,62,Female,France,3.88,13,56,0.24,Referral,Potential
1883,43,Female,Austria,218.62,20,155,0.22,Email,Champion
1884,31,Female,Hungary,72.96,26,160,0.5,Paid Social,Potential
1885,24,Male,Austria,149.57,17,111,0.26,Organic,Potential
1886,20,Male,Poland,790.04,9,137,0.01,Organic,Champion
1887,64,Male,Hungary,127.3,4,232,0.65,Paid Social,Lost
1888,40,Female,Germany,457.84,23,220,0.51,Email,At Risk
1889,63,Male,Hungary,52.23,28,68,0.45,Paid Social,Potential
1890,60,Male,Austria,279.04,14,302,0.97,Email,At Risk
1891,64,Male,Germany,943.14,19,249,0.57,Organic,At Risk
1892,62,Male,France,26.87,26,323,0.86,Paid Social,Lost
1893,35,Male,Austria,2.09,28,6,0.14,Organic,Potential
1894,55,Male,Hungary,142.11,3,280,0.57,Paid Social,Lost
1895,52,Female,Poland,24.3,14,94,0.87,Email,Potential
1896,32,Female,Germany,344.96,8,269,0.58,Email,At Risk
1897,42,Male,Hungary,614.95,24,197,0.72,Referral,At Risk
1898,54,Male,France,142.3,27,25,0.37,Organic,Potential
1899,45,Female,Austria,74.84,28,148,0.09,Paid Social,Potential
1900,27,Female,Hungary,142.47,1,118,0.46,Paid Social,Potential
1901,56,Male,Austria,321.34,10,338,0.39,Paid Social,At Risk
1902,34,Male,Poland,2.27,18,338,0.87,Referral,Lost
1903,56,Male,Hungary,222.57,16,66,0.24,Email,Champion
1904,39,Male,Poland,237.52,8,301,0.97,Referral,At Risk
1905,43,Female,Hungary,253.81,1,175,0.96,Organic,Champion
1906,61,Male,Hungary,69.28,12,319,0.25,Referral,Lost
1907,42,Male,Hungary,312.99,8,76,0.35,Organic,Champion
1908,34,Male,Austria,23.96,24,114,0.9,Referral,Potential
1909,30,Male,France,55.56,16,111,0.97,Paid Social,Potential
1910,37,Female,Hungary,524.85,18,249,0.44,Paid Social,At Risk
1911,42,Female,Germany,335.54,4,203,0.32,Paid Social,At Risk
1912,21,Female,France,3.46,6,147,0.53,Referral,Potential
1913,27,Male,Hungary,71.38,12,35,0.69,Organic,Potential
1914,20,Male,Austria,60.33,27,309,0.27,Paid Social,Lost
1915,58,Female,Austria,78.95,9,26,0.74,Referral,Potential
1916,62,Male,Germany,71.11,15,238,0.05,Paid Social,Lost
1917,35,Male,Poland,16.14,16,14,0.05,Organic,Potential
1918,64,Female,Germany,153.56,24,45,0.39,Paid Social,Potential
1919,53,Female,Poland,329.88,12,216,0.35,Paid Social,At Risk
1920,64,Female,France,233.32,24,233,0.32,Referral,At Risk
1921,39,Female,France,279.35,23,193,0.49,Email,At Risk
1922,51,Male,Hungary,21.16,14,51,0.32,Paid Social,Potential
1923,64,Male,Austria,756.5,13,214,0.19,Referral,At Risk
1924,25,Female,Germany,455.8,25,151,0.31,Paid Social,Champion
1925,57,Male,Hungary,408.8,2,275,0.97,Organic,At Risk
1926,61,Female,Hungary,432.88,3,338,0.41,Organic,At Risk
1927,36,Female,Germany,674.69,26,76,0.44,Paid Social,Champion
1928,59,Male,Germany,196.45,24,220,0.58,Organic,At Risk
1929,58,Female,France,55.87,22,348,0.98,Referral,Lost
1930,54,Male,Austria,239.79,10,187,0.24,Email,At Risk
1931,23,Male,Hungary,339.55,9,289,0.68,Organic,At Risk
1932,43,Male,France,334.77,26,28,0.72,Paid Social,Champion
1933,51,Male,Hungary,184.25,20,180,0.61,Email,Champion
1934,62,Female,Austria,17.73,8,253,0.09,Referral,Lost
1935,23,Male,Austria,115.95,10,126,0.68,Referral,Potential
1936,54,Female,Germany,633.84,19,177,0.06,Paid Social,Champion
1937,50,Female,France,219.54,3,37,0.6,Email,Champion
1938,39,Female,Hungary,193.23,24,99,0.74,Paid Social,Champion
1939,38,Female,Germany,78.29,5,98,0.21,Paid Social,Potential
1940,23,Male,Austria,114.89,3,127,0.84,Organic,Potential
1941,23,Male,Germany,564.27,26,168,0.03,Organic,Champion
1942,21,Female,Hungary,274.5,27,80,0.84,Paid Social,Champion
1943,47,Female,Germany,387.07,16,294,0.46,Organic,At Risk
1944,28,Male,Austria,151.44,17,333,0.22,Organic,Lost
1945,47,Female,Hungary,248.73,15,126,0.13,Email,Champion
1946,48,Male,Hungary,71.38,3,343,0.95,Organic,Lost
1947,41,Female,France,305.59,12,310,0.07,Paid Social,At Risk
1948,26,Male,Austria,139.48,9,150,0.2,Paid Social,Potential
1949,20,Female,Hungary,146.09,21,16,0.35,Referral,Potential
1950,48,Female,Hungary,261.97,12,28,0.62,Paid Social,Champion
1951,57,Male,Hungary,688.32,26,173,0.54,Organic,Champion
1952,54,Female,Hungary,16.54,15,46,0.13,Paid Social,Potential
1953,53,Female,Germany,435.38,2,328,0.29,Email,At Risk
1954,41,Male,France,86.46,23,236,0.24,Referral,Lost
1955,48,Female,France,146.71,18,214,0.21,Paid Social,Lost
1956,23,Male,France,5.54,20,85,0.41,Paid Social,Potential
1957,19,Male,Hungary,89.54,12,282,0.7,Referral,Lost
1958,37,Female,Austria,174.61,23,232,0.22,Organic,At Risk
1959,45,Female,Germany,14.45,4,85,0.37,Email,Potential
1960,28,Female,Poland,168.87,23,65,0.39,Paid Social,Potential
1961,21,Female,France,654.7,16,134,0.98,Organic,Champion
1962,32,Female,Hungary,27.84,23,151,0.95,Paid Social,Potential
1963,23,Female,France,361.45,16,115,0.8,Organic,Champion
1964,47,Female,Hungary,131.77,1,64,0.24,Email,Potential
1965,55,Male,France,266.18,22,343,0.07,Referral,At Risk
1966,19,Female,Hungary,75.36,25,363,0.32,Organic,Lost
1967,32,Male,Hungary,43.44,2,352,0.27,Email,Lost
1968,28,Female,Austria,43.73,3,158,0.51,Organic,Potential
1969,25,Female,Hungary,18.27,26,77,0.78,Paid Social,Potential
1970,43,Male,Austria,51.34,21,146,0.86,Organic,Potential
1971,62,Female,Hungary,272.82,25,343,0.84,Referral,At Risk
1972,61,Female,France,533.61,20,225,0.36,Email,At Risk
1973,22,Male,France,420.67,17,313,0.69,Email,At Risk
1974,23,Female,Germany,288.9,20,103,0.31,Email,Champion
1975,43,Female,Hungary,29.25,22,347,0.06,Email,Lost
1976,21,Female,Hungary,85.34,21,301,0.7,Referral,Lost
1977,36,Male,Hungary,92.7,29,88,0.01,Email,Potential
1978,37,Female,Hungary,71.91,1,303,0.41,Referral,Lost
1979,50,Female,France,180.9,20,168,0.33,Paid Social,Champion
1980,37,Female,Poland,191.73,6,170,0.69,Organic,Champion
1981,29,Female,Austria,110.36,29,135,0.77,Paid Social,Potential
1982,64,Male,Austria,109.16,15,50,0.3,Organic,Potential
1983,18,Male,Austria,440.87,26,340,0.81,Paid Social,At Risk
1984,43,Female,France,389.32,26,347,0.29,Paid Social,At Risk
1985,31,Female,Hungary,91.97,14,134,0.45,Email,Potential
1986,55,Male,Poland,612.74,20,347,0.73,Organic,At Risk
1987,54,Male,France,763.42,15,137,0.69,Organic,Champion
1988,28,Female,Germany,98.91,14,245,0.99,Paid Social,Lost
1989,53,Male,Hungary,109.4,25,109,0.23,Referral,Potential
1990,30,Female,Germany,176.12,21,313,0.66,Paid Social,At Risk
1991,60,Male,Germany,708.07,24,287,0.61,Paid Social,At Risk
1992,20,Male,Austria,522.51,25,21,0.92,Email,Champion
1993,50,Male,Germany,27.05,26,90,0.16,Email,Potential
1994,23,Male,Hungary,124.7,5,296,0.75,Organic,Lost
1995,27,Female,Poland,201.51,6,112,0.57,Paid Social,Champion
1996,22,Male,Hungary,174.86,17,301,0.27,Organic,At Risk
1997,40,Male,Germany,53.88,11,77,0.47,Referral,Potential
1998,27,Female,Hungary,489.42,16,177,0.33,Organic,Champion
1999,61,Male,France,282.48,12,343,0.58,Paid Social,At Risk
2000,19,Male,Poland,454.9,15,148,0.89,Organic,Champion
